content,label
"The Finnish investment company Sponda is conducting negotiations to acquire the business center Dukat Palace-2 located in the center of Moscow , from London & Regional Properties .",neutral
"Finnish Metso will supply new mrs. henry wood handling and bleaching lines, every bit well as a rebuild of the kraft paper lining washing line for Klabin ' s Tel + Â maco Borba mill in the Brazilian dos of Paran + Ã¨.",positive
- cash flow from operating activities did before investments total was calculated eur 7. 6 5 million plus eur euro 2. 52 5 million.,neutral
"As the production of other products will continue as normal, temporary redundancies will affect a maximum of 80 employees at the same time.",negative
"Cerberus Chapiter Direction l p - backed printing paper maker NewPage Corp. has posted assorted second - quarter upshot, draw a cloud over its aforethought initial public offering.",negative
"the size of for the extension, 18. 5 % of which previously already existed has been in let, will have had a projected gross land area size of just about 2, 830 sq and m 30, 460 sq ft.",neutral
this amount alone will not to be included permanently in the minimum pensionable salary.,neutral
Yvonne Jones is owner of Chameleon Interiors .,neutral
The facility consists of a seven year bullet term loan of 200 mln euro $ 292.4 mln and a 150 mln euro $ 219.3 mln five year revolving credit facility .,neutral
Sanoma Corporation wants a new and good frequence for the Finnish capital metropolitan domain.,neutral
"However, this increases point traffic which ware network resources and allows few smartphones to link up.",negative
"In the first nine months of 2010 , the company 's net loss narrowed to EUR415 ,000 from EUR7 .4 m for the corresponding period of 2009 .",positive
"have notified that as a result of the Ship ' s party issuing xiv, 432, 000 new shares in the directed offering, the joint holdings of Pequot give birth decreased below i - ten to nine. 63% of full number of shares and vote in the Caller.",negative
"lember has the matter remains topical also confronting estonia, however no bill has been prepared advising finnish social affairs ministry it would scrap old - age pensions on certain conditions.",neutral
"At the moment , there are approximately 20 Vianor sales offices in Russia .",neutral
a central issue for us is the feminist press.,neutral
"Myllykoski , with one paper plant in Finland , one in the US and three in Germany , had revenues of EUR286m in the first half of 2010 and an operating loss of EUR12m , Reuters said .",negative
the company's model approaches based within social contracting driven projects monitoring customer focused project performance.,neutral
Scanfil plc is a global contract producer and systems supplier for communication and industrial electronics.,neutral
"According to product manager Lassi Hietanen , building a power plant that burns mixed waste in Helsinki may not be a good idea because this reduces the production of combined power plants using natural gas .",neutral
"`` We love Activision 's fresh , colorful approach to Rapala : We Fish , '' said Kelly Brockpahler , Rapala .",positive
"in modern finland, container export industry forms a second large clientele for especially the packaging plastics industry.",neutral
"At the same time, sales in Russia were boosted by the opening of the Stockmann Newsky Center in St. Petersburg.",positive
"The companionship has a continuous demand for alloys such as atomic number 28, ferro - chrome, atomic number 42 and manganese in its output, state Talvivaara.",neutral
consumers will get acquired in accordance with section 5 of competition code of acquiring omx holdings and strict rules applicable toward the acquisition and own shares.,neutral
"""We hope to clarify our policy where there are grey areas,"" Motlanthe said.",neutral
Kemira shares closed at (x20ac) $16.66 (0.71).,neutral
New Novator products are supposed to be exported .,neutral
"KAUKO-TELKO LTD PRESS RELEASE 19.06.2007 AT 14.00 1 ( 1 ) Telko Group ( Kauko-Telko ) is expanding its strategic partnership with BP Industrial Lubricants & Services ( BP ILS ) by acquiring total ownership of BP 's Swedish retail company , Molub-Alloy AB .",positive
"to our entertain their clients, the use automation technology will mostly be used in the increased popularity of micro results service,'' observes perttu dan ki tradeka.",positive
"during bankruptcy transaction, aurora plc lowered its stake in talentum to 30. 65 % of company shares causing some 27. 12 % of voting majority.",positive
"Intellisync Receiving set Email from Nokia is a full - featured wireless due east - mail solution that connects exploiter to their e - mail, calendar, contacts, notes and project lists while away from the office, according to the company.",neutral
"Featuring the S60 user interface , this 135-gram model also comes with a 2.4-inch quarter VGA display and 100 megabytes of internal memory , expandable through the Micro Secure Digital slot .",neutral
'I'm not sure what's going to happen.,neutral
Net sales per passenger are expected to increase.,positive
"weighed 252. 59 mm, peak omx index 25 index measured 264. 32 vs versus at 2, 694. 81.",negative
last year's seventh round result could been tainted by costs stemming from mergers in northwestern us.,negative
